# lon[degrees] lat[degrees] depth[m] strike[degrees] dip[degrees] length[m] width[m] left-lateral[m] thrust[m] tensile[m]
0.8027 -0.5347 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0669 0.0074 0.0000
0.9563 -0.1098 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0694 0.0090 0.0000
1.1099 0.3151 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0595 0.0094 0.0000
1.2636 0.7399 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0370 0.0052 0.0000
1.4173 1.1646 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0048 -0.0048 0.0000
1.5712 1.5893 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.7252 2.0139 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.8794 2.4385 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.0337 2.8629 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.1882 3.2872 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0042 -0.0042 0.0000
2.3430 3.7115 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0240 -0.0240 0.0000
-0.5083 -4.3855 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0211 0.0211 0.0000
-0.3540 -3.9607 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0131 0.0131 0.0000
-0.1999 -3.5359 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0064 0.0064 0.0000
-0.0459 -3.1110 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0016 0.0016 0.0000
0.1079 -2.6861 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.2616 -2.2612 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.4153 -1.8363 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0022 0.0022 0.0000
0.5689 -1.4114 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0059 0.0059 0.0000
0.7224 -0.9864 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0095 0.0095 0.0000
0.8760 -0.5615 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0114 0.0114 0.0000
1.0296 -0.1366 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0122 0.0076 0.0000
1.1832 0.2882 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0039 0.0025 0.0000
1.3368 0.7130 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.4906 1.1377 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.6445 1.5624 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.7985 1.9870 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.9526 2.4115 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.1070 2.8359 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.2615 3.2603 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0074 -0.0074 0.0000
2.4163 3.6845 -640125.0395 20.0000 80.0000 50000.0000 50000.0000 0.0255 -0.0255 0.0000
-0.4348 -4.4124 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0213 0.0213 0.0000
-0.2806 -3.9876 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0135 0.0135 0.0000
-0.1265 -3.5628 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0062 0.0062 0.0000
0.0275 -3.1379 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0003 0.0003 0.0000
0.1813 -2.7130 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.3350 -2.2881 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.4886 -1.8631 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.6422 -1.4382 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.7957 -1.0133 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.9493 -0.5884 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.1028 -0.1635 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.2564 0.2613 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.4101 0.6861 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.5639 1.1108 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.7177 1.5355 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.8717 1.9601 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.0259 2.3846 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.1803 2.8090 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.3348 3.2333 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0089 -0.0089 0.0000
2.4896 3.6574 -689365.4271 20.0000 80.0000 50000.0000 50000.0000 0.0256 -0.0256 0.0000
-0.3614 -4.4393 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0205 0.0205 0.0000
-0.2071 -4.0145 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0128 0.0128 0.0000
-0.0531 -3.5896 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0053 0.0053 0.0000
0.1009 -3.1647 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.2546 -2.7398 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.4083 -2.3149 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.5620 -1.8900 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.7155 -1.4650 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.8690 -1.0401 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.0226 -0.6152 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.1761 -0.1903 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.3297 0.2345 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.4834 0.6593 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.6371 1.0840 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.7910 1.5086 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.9450 1.9332 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.0992 2.3576 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.2536 2.7820 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.4081 3.2063 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0092 -0.0092 0.0000
2.5629 3.6304 -738605.8148 20.0000 80.0000 50000.0000 50000.0000 0.0246 -0.0246 0.0000
-0.2879 -4.4662 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0187 0.0187 0.0000
-0.1337 -4.0414 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0113 0.0113 0.0000
0.0204 -3.6165 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0037 0.0037 0.0000
0.1743 -3.1916 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.3280 -2.7667 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.4817 -2.3417 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.6353 -1.9168 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.7888 -1.4919 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.9424 -1.0669 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.0959 -0.6420 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.2494 -0.2172 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.4030 0.2076 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.5566 0.6324 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.7104 1.0571 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.8643 1.4817 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.0183 1.9062 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.1725 2.3307 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.3268 2.7550 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.4814 3.1793 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0087 -0.0087 0.0000
2.6362 3.6034 -787846.2024 20.0000 80.0000 50000.0000 50000.0000 0.0229 -0.0229 0.0000
-0.2144 -4.4931 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0161 0.0161 0.0000
-0.0602 -4.0682 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0091 0.0091 0.0000
0.0938 -3.6434 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0016 0.0016 0.0000
0.2477 -3.2184 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.4014 -2.7935 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.5551 -2.3686 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.7086 -1.9436 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.8622 -1.5187 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.0157 -1.0938 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.1692 -0.6689 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.3227 -0.2440 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.4763 0.1808 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.6299 0.6055 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.7837 1.0302 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.9375 1.4548 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.0915 1.8793 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.2457 2.3037 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.4001 2.7281 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.5547 3.1523 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0076 -0.0076 0.0000
2.7095 3.5763 -837086.5901 20.0000 80.0000 50000.0000 50000.0000 0.0208 -0.0208 0.0000
-0.1409 -4.5200 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0130 0.0130 0.0000
0.0133 -4.0951 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0063 0.0063 0.0000
0.1673 -3.6702 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.3211 -3.2453 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.4748 -2.8203 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.6284 -2.3954 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.7820 -1.9705 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.9355 -1.5455 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.0890 -1.1206 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.2424 -0.6957 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.3960 -0.2709 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.5495 0.1539 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.7032 0.5787 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.8569 1.0033 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.0108 1.4279 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.1648 1.8524 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.3190 2.2768 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.4734 2.7011 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.6279 3.1253 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0063 -0.0063 0.0000
2.7828 3.5493 -886326.9777 20.0000 80.0000 50000.0000 50000.0000 0.0184 -0.0184 0.0000
-0.0673 -4.5468 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0096 0.0096 0.0000
0.0868 -4.1220 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0033 0.0033 0.0000
0.2407 -3.6971 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.3945 -3.2721 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.5482 -2.8472 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.7018 -2.4222 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.8553 -1.9973 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.0088 -1.5723 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.1623 -1.1474 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.3157 -0.7225 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.4692 -0.2977 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.6228 0.1271 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.7764 0.5518 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.9302 0.9764 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.0840 1.4010 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.2380 1.8255 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.3922 2.2498 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.5466 2.6741 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.7012 3.0982 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0047 -0.0047 0.0000
2.8561 3.5223 -935567.3654 20.0000 80.0000 50000.0000 50000.0000 0.0160 -0.0160 0.0000
